MAC,RSSI,Monotonic,UTC (ESP),UTC Now (SYS),UTC Now (NTP),Time sync,UTC NTP - UTC ESP
f5:05:dc:56:a4:77,-71,64288,2026-04-07 23:16:34.104000,2026-04-07 23:16:34.315036,2026-04-07 23:16:34.136496,True,32.495
1d:37:3c:38:64:c2,-71,64438,2026-04-07 23:16:34.254000,2026-04-07 23:16:34.465341,2026-04-07 23:16:34.285765,True,31.764
50:03:85:be:7b:d6,-78,64485,2026-04-07 23:16:34.301000,2026-04-07 23:16:34.953931,2026-04-07 23:16:34.775391,True,474.39
0b:63:1b:da:3e:3b,-81,64485,2026-04-07 23:16:34.301000,2026-04-07 23:16:34.954932,2026-04-07 23:16:34.775391,True,474.39
49:1f:eb:cd:ba:d4,-77,64927,2026-04-07 23:16:34.743000,2026-04-07 23:16:34.954932,2026-04-07 23:16:34.776392,True,33.391
57:14:14:81:01:ce,-73,64927,2026-04-07 23:16:34.743000,2026-04-07 23:16:35.264868,2026-04-07 23:16:35.085318,True,342.317
0b:63:1b:da:3e:3b,-82,65238,2026-04-07 23:16:35.054000,2026-04-07 23:16:35.265881,2026-04-07 23:16:35.086328,True,32.327
1d:a8:40:2d:17:f8,-81,65374,2026-04-07 23:16:35.190000,2026-04-07 23:16:35.400590,2026-04-07 23:16:35.222050,True,32.049
f5:05:dc:56:a4:77,-78,65374,2026-04-07 23:16:35.190000,2026-04-07 23:16:35.565408,2026-04-07 23:16:35.385858,True,195.857
49:1f:eb:cd:ba:d4,-65,65438,2026-04-07 23:16:35.254000,2026-04-07 23:16:35.565408,2026-04-07 23:16:35.386868,True,132.867
0b:63:1b:da:3e:3b,-80,65538,2026-04-07 23:16:35.354000,2026-04-07 23:16:35.566414,2026-04-07 23:16:35.386868,True,32.867
49:1f:eb:cd:ba:d4,-64,65888,2026-04-07 23:16:35.704000,2026-04-07 23:16:35.914604,2026-04-07 23:16:35.736064,True,32.063
f5:05:dc:56:a4:77,-72,65938,2026-04-07 23:16:35.754000,2026-04-07 23:16:36.264728,2026-04-07 23:16:36.086188,True,332.187
1d:a8:40:2d:17:f8,-85,65988,2026-04-07 23:16:35.804000,2026-04-07 23:16:36.266079,2026-04-07 23:16:36.087539,True,283.538
81:fc:c7:5b:0c:d4,-53,66238,2026-04-07 23:16:36.054000,2026-04-07 23:16:36.266079,2026-04-07 23:16:36.087539,True,33.538
49:1f:eb:cd:ba:d4,-69,66388,2026-04-07 23:16:36.204000,2026-04-07 23:16:36.414902,2026-04-07 23:16:36.235276,True,31.275
1d:37:3c:38:64:c2,-83,66438,2026-04-07 23:16:36.254000,2026-04-07 23:16:36.614828,2026-04-07 23:16:36.436288,True,182.288
0b:63:1b:da:3e:3b,-84,66588,2026-04-07 23:16:36.404000,2026-04-07 23:16:36.615837,2026-04-07 23:16:36.436288,True,32.288
57:14:14:81:01:ce,-66,66938,2026-04-07 23:16:36.754000,2026-04-07 23:16:36.964467,2026-04-07 23:16:36.785927,True,31.926
f5:05:dc:56:a4:77,-81,67038,2026-04-07 23:16:36.854000,2026-04-07 23:16:37.364924,2026-04-07 23:16:37.185385,True,331.384
49:1f:eb:cd:ba:d4,-77,67338,2026-04-07 23:16:37.154000,2026-04-07 23:16:37.364924,2026-04-07 23:16:37.186384,True,32.383
f5:05:dc:56:a4:77,-72,67588,2026-04-07 23:16:37.404000,2026-04-07 23:16:37.614771,2026-04-07 23:16:37.436231,True,32.23
1d:a8:40:2d:17:f8,-84,67638,2026-04-07 23:16:37.454000,2026-04-07 23:16:37.865164,2026-04-07 23:16:37.685574,True,231.573
49:1f:eb:cd:ba:d4,-65,67838,2026-04-07 23:16:37.654000,2026-04-07 23:16:37.865164,2026-04-07 23:16:37.686624,True,32.623
57:14:14:81:01:ce,-75,67934,2026-04-07 23:16:37.750000,2026-04-07 23:16:38.315766,2026-04-07 23:16:38.136148,True,386.147
0b:63:1b:da:3e:3b,-79,67934,2026-04-07 23:16:37.750000,2026-04-07 23:16:38.315766,2026-04-07 23:16:38.137226,True,387.225
49:1f:eb:cd:ba:d4,-65,68288,2026-04-07 23:16:38.104000,2026-04-07 23:16:38.316778,2026-04-07 23:16:38.137226,True,33.225
1d:37:3c:38:64:c2,-72,68438,2026-04-07 23:16:38.254000,2026-04-07 23:16:38.465518,2026-04-07 23:16:38.285931,True,31.93
50:03:85:be:7b:d6,-71,68488,2026-04-07 23:16:38.304000,2026-04-07 23:16:38.701035,2026-04-07 23:16:38.521467,True,217.466
f5:05:dc:56:a4:77,-81,68674,2026-04-07 23:16:38.490000,2026-04-07 23:16:38.701035,2026-04-07 23:16:38.522495,True,32.494
0b:63:1b:da:3e:3b,-79,68674,2026-04-07 23:16:38.490000,2026-04-07 23:16:38.815463,2026-04-07 23:16:38.635897,True,145.896
49:1f:eb:cd:ba:d4,-68,68788,2026-04-07 23:16:38.604000,2026-04-07 23:16:38.815463,2026-04-07 23:16:38.636923,True,32.922
f5:05:dc:56:a4:77,-72,69238,2026-04-07 23:16:39.054000,2026-04-07 23:16:39.265867,2026-04-07 23:16:39.086222,True,32.221
1d:a8:40:2d:17:f8,-82,69288,2026-04-07 23:16:39.104000,2026-04-07 23:16:39.758276,2026-04-07 23:16:39.578723,True,474.722
0b:63:1b:da:3e:3b,-76,69731,2026-04-07 23:16:39.547000,2026-04-07 23:16:39.758276,2026-04-07 23:16:39.579736,True,32.735
49:1f:eb:cd:ba:d4,-78,69731,2026-04-07 23:16:39.547000,2026-04-07 23:16:39.914816,2026-04-07 23:16:39.735275,True,188.274
1d:a8:40:2d:17:f8,-82,69888,2026-04-07 23:16:39.704000,2026-04-07 23:16:39.915819,2026-04-07 23:16:39.736276,True,32.275
57:14:14:81:01:ce,-67,69938,2026-04-07 23:16:39.754000,2026-04-07 23:16:40.365067,2026-04-07 23:16:40.186527,True,432.526
f5:05:dc:56:a4:77,-77,70338,2026-04-07 23:16:40.154000,2026-04-07 23:16:40.366106,2026-04-07 23:16:40.186527,True,32.526
1d:37:3c:38:64:c2,-72,70438,2026-04-07 23:16:40.254000,2026-04-07 23:16:40.507498,2026-04-07 23:16:40.327944,True,73.943
0b:63:1b:da:3e:3b,-76,70480,2026-04-07 23:16:40.296000,2026-04-07 23:16:40.507498,2026-04-07 23:16:40.328958,True,32.957
50:03:85:be:7b:d6,-79,70480,2026-04-07 23:16:40.296000,2026-04-07 23:16:40.615120,2026-04-07 23:16:40.435489,True,139.488
1d:a8:40:2d:17:f8,-85,70488,2026-04-07 23:16:40.304000,2026-04-07 23:16:40.615120,2026-04-07 23:16:40.436580,True,132.579
0b:63:1b:da:3e:3b,-79,70588,2026-04-07 23:16:40.404000,2026-04-07 23:16:40.616160,2026-04-07 23:16:40.436580,True,32.579
0b:63:1b:da:3e:3b,-73,70788,2026-04-07 23:16:40.604000,2026-04-07 23:16:40.814997,2026-04-07 23:16:40.635446,True,31.445
f5:05:dc:56:a4:77,-70,70888,2026-04-07 23:16:40.704000,2026-04-07 23:16:40.964690,2026-04-07 23:16:40.786150,True,82.149
57:14:14:81:01:ce,-76,70938,2026-04-07 23:16:40.754000,2026-04-07 23:16:40.965697,2026-04-07 23:16:40.786150,True,32.149
f5:05:dc:56:a4:77,-75,71138,2026-04-07 23:16:40.954000,2026-04-07 23:16:41.165025,2026-04-07 23:16:40.985479,True,31.479
49:1f:eb:cd:ba:d4,-69,71188,2026-04-07 23:16:41.004000,2026-04-07 23:16:41.541668,2026-04-07 23:16:41.363128,True,359.127
1d:a8:40:2d:17:f8,-82,71515,2026-04-07 23:16:41.331000,2026-04-07 23:16:41.542680,2026-04-07 23:16:41.363128,True,32.127
0b:63:1b:da:3e:3b,-75,71515,2026-04-07 23:16:41.331000,2026-04-07 23:16:41.715443,2026-04-07 23:16:41.535898,True,204.897
f5:05:dc:56:a4:77,-78,71688,2026-04-07 23:16:41.504000,2026-04-07 23:16:41.715443,2026-04-07 23:16:41.536903,True,32.902
0b:63:1b:da:3e:3b,-76,71838,2026-04-07 23:16:41.654000,2026-04-07 23:16:41.864542,2026-04-07 23:16:41.686002,True,32.001
f5:05:dc:56:a4:77,-79,71988,2026-04-07 23:16:41.804000,2026-04-07 23:16:42.015093,2026-04-07 23:16:41.835547,True,31.546
1d:a8:40:2d:17:f8,-81,72133,2026-04-07 23:16:41.949000,2026-04-07 23:16:42.160279,2026-04-07 23:16:41.980727,True,31.726
49:1f:eb:cd:ba:d4,-78,72133,2026-04-07 23:16:41.949000,2026-04-07 23:16:42.265146,2026-04-07 23:16:42.085100,True,136.099
f5:05:dc:56:a4:77,-70,72238,2026-04-07 23:16:42.054000,2026-04-07 23:16:42.265146,2026-04-07 23:16:42.086606,True,32.605
1d:37:3c:38:64:c2,-80,72438,2026-04-07 23:16:42.254000,2026-04-07 23:16:42.464547,2026-04-07 23:16:42.286007,True,32.006
50:03:85:be:7b:d6,-76,72488,2026-04-07 23:16:42.304000,2026-04-07 23:16:42.614408,2026-04-07 23:16:42.435868,True,131.867
0b:63:1b:da:3e:3b,-78,72588,2026-04-07 23:16:42.404000,2026-04-07 23:16:42.615436,2026-04-07 23:16:42.435868,True,31.867
57:14:14:81:01:ce,-69,72938,2026-04-07 23:16:42.754000,2026-04-07 23:16:42.965095,2026-04-07 23:16:42.785546,True,31.545
49:1f:eb:cd:ba:d4,-64,73088,2026-04-07 23:16:42.904000,2026-04-07 23:16:43.114849,2026-04-07 23:16:42.936309,True,32.308
0b:63:1b:da:3e:3b,-81,73338,2026-04-07 23:16:43.154000,2026-04-07 23:16:43.364861,2026-04-07 23:16:43.186321,True,32.32
49:1f:eb:cd:ba:d4,-67,73588,2026-04-07 23:16:43.404000,2026-04-07 23:16:43.614707,2026-04-07 23:16:43.436167,True,32.166
f5:05:dc:56:a4:77,-80,73635,2026-04-07 23:16:43.451000,2026-04-07 23:16:43.964566,2026-04-07 23:16:43.786026,True,335.025
0b:63:1b:da:3e:3b,-74,73635,2026-04-07 23:16:43.451000,2026-04-07 23:16:43.965589,2026-04-07 23:16:43.787049,True,336.048
57:14:14:81:01:ce,-74,73938,2026-04-07 23:16:43.754000,2026-04-07 23:16:43.965589,2026-04-07 23:16:43.787049,True,33.048
f5:05:dc:56:a4:77,-69,74188,2026-04-07 23:16:44.004000,2026-04-07 23:16:44.214762,2026-04-07 23:16:44.036222,True,32.221
0b:63:1b:da:3e:3b,-78,74388,2026-04-07 23:16:44.204000,2026-04-07 23:16:44.415768,2026-04-07 23:16:44.236170,True,32.169
1d:37:3c:38:64:c2,-72,74438,2026-04-07 23:16:44.254000,2026-04-07 23:16:44.564126,2026-04-07 23:16:44.385586,True,131.585
49:1f:eb:cd:ba:d4,-77,74538,2026-04-07 23:16:44.354000,2026-04-07 23:16:44.565248,2026-04-07 23:16:44.386708,True,32.707
0b:63:1b:da:3e:3b,-80,74688,2026-04-07 23:16:44.504000,2026-04-07 23:16:44.714582,2026-04-07 23:16:44.536042,True,32.041
57:14:14:81:01:ce,-78,74938,2026-04-07 23:16:44.754000,2026-04-07 23:16:44.964532,2026-04-07 23:16:44.785992,True,31.991
f5:05:dc:56:a4:77,-78,74988,2026-04-07 23:16:44.804000,2026-04-07 23:16:45.165151,2026-04-07 23:16:44.985601,True,181.6
0b:63:1b:da:3e:3b,-77,75138,2026-04-07 23:16:44.954000,2026-04-07 23:16:45.165151,2026-04-07 23:16:44.986611,True,32.61
f5:05:dc:56:a4:77,-81,75288,2026-04-07 23:16:45.104000,2026-04-07 23:16:45.315263,2026-04-07 23:16:45.135496,True,31.495
1d:a8:40:2d:17:f8,-83,75429,2026-04-07 23:16:45.245000,2026-04-07 23:16:45.456093,2026-04-07 23:16:45.277553,True,32.552
0b:63:1b:da:3e:3b,-76,75429,2026-04-07 23:16:45.245000,2026-04-07 23:16:45.564335,2026-04-07 23:16:45.385795,True,140.795
49:1f:eb:cd:ba:d4,-65,75488,2026-04-07 23:16:45.304000,2026-04-07 23:16:45.565349,2026-04-07 23:16:45.386809,True,82.808
0b:63:1b:da:3e:3b,-80,75538,2026-04-07 23:16:45.354000,2026-04-07 23:16:45.565349,2026-04-07 23:16:45.386809,True,32.808
f5:05:dc:56:a4:77,-71,75838,2026-04-07 23:16:45.654000,2026-04-07 23:16:45.864624,2026-04-07 23:16:45.686084,True,32.083
57:14:14:81:01:ce,-67,75938,2026-04-07 23:16:45.754000,2026-04-07 23:16:46.014389,2026-04-07 23:16:45.835849,True,81.848
49:1f:eb:cd:ba:d4,-69,75988,2026-04-07 23:16:45.804000,2026-04-07 23:16:46.015398,2026-04-07 23:16:45.836858,True,32.857
81:fc:c7:5b:0c:d4,-50,76288,2026-04-07 23:16:46.104000,2026-04-07 23:16:46.314920,2026-04-07 23:16:46.136380,True,32.379
f5:05:dc:56:a4:77,-74,76388,2026-04-07 23:16:46.204000,2026-04-07 23:16:46.514419,2026-04-07 23:16:46.335879,True,131.878
0b:63:1b:da:3e:3b,-79,76488,2026-04-07 23:16:46.304000,2026-04-07 23:16:46.515423,2026-04-07 23:16:46.336883,True,32.882
0b:63:1b:da:3e:3b,-76,76788,2026-04-07 23:16:46.604000,2026-04-07 23:16:46.815132,2026-04-07 23:16:46.635541,True,31.54
f5:05:dc:56:a4:77,-80,76925,2026-04-07 23:16:46.741000,2026-04-07 23:16:46.951552,2026-04-07 23:16:46.773012,True,32.011
57:14:14:81:01:ce,-75,76925,2026-04-07 23:16:46.741000,2026-04-07 23:16:47.112320,2026-04-07 23:16:46.933780,True,192.779
49:1f:eb:cd:ba:d4,-79,76938,2026-04-07 23:16:46.754000,2026-04-07 23:16:47.113366,2026-04-07 23:16:46.933780,True,179.779
0b:63:1b:da:3e:3b,-77,76988,2026-04-07 23:16:46.804000,2026-04-07 23:16:47.113366,2026-04-07 23:16:46.934826,True,130.825
1d:a8:40:2d:17:f8,-82,77086,2026-04-07 23:16:46.902000,2026-04-07 23:16:47.114379,2026-04-07 23:16:46.934826,True,32.825
0b:63:1b:da:3e:3b,-75,77086,2026-04-07 23:16:46.902000,2026-04-07 23:16:47.565093,2026-04-07 23:16:47.385546,True,483.545
0b:63:1b:da:3e:3b,-77,77538,2026-04-07 23:16:47.354000,2026-04-07 23:16:47.565093,2026-04-07 23:16:47.386553,True,32.552
1d:a8:40:2d:17:f8,-82,77688,2026-04-07 23:16:47.504000,2026-04-07 23:16:47.715261,2026-04-07 23:16:47.535713,True,31.712
0b:63:1b:da:3e:3b,-80,77838,2026-04-07 23:16:47.654000,2026-04-07 23:16:47.864484,2026-04-07 23:16:47.685944,True,31.943
49:1f:eb:cd:ba:d4,-66,77888,2026-04-07 23:16:47.704000,2026-04-07 23:16:48.164597,2026-04-07 23:16:47.986057,True,282.056
0b:63:1b:da:3e:3b,-77,78138,2026-04-07 23:16:47.954000,2026-04-07 23:16:48.165606,2026-04-07 23:16:47.987066,True,33.065
81:fc:c7:5b:0c:d4,-49,78288,2026-04-07 23:16:48.104000,2026-04-07 23:16:48.315334,2026-04-07 23:16:48.135663,True,31.662
49:1f:eb:cd:ba:d4,-67,78388,2026-04-07 23:16:48.204000,2026-04-07 23:16:48.415316,2026-04-07 23:16:48.235708,True,31.707
f5:05:dc:56:a4:77,-81,78588,2026-04-07 23:16:48.404000,2026-04-07 23:16:48.615634,2026-04-07 23:16:48.436071,True,32.07
1d:a8:40:2d:17:f8,-83,78738,2026-04-07 23:16:48.554000,2026-04-07 23:16:48.765350,2026-04-07 23:16:48.585777,True,31.776
0b:63:1b:da:3e:3b,-79,78888,2026-04-07 23:16:48.704000,2026-04-07 23:16:48.915331,2026-04-07 23:16:48.735772,True,31.771
57:14:14:81:01:ce,-65,78938,2026-04-07 23:16:48.754000,2026-04-07 23:16:49.164564,2026-04-07 23:16:48.986024,True,232.023
f5:05:dc:56:a4:77,-71,79138,2026-04-07 23:16:48.954000,2026-04-07 23:16:49.165568,2026-04-07 23:16:48.986024,True,32.023
0b:63:1b:da:3e:3b,-75,79188,2026-04-07 23:16:49.004000,2026-04-07 23:16:49.314646,2026-04-07 23:16:49.136106,True,132.105
0b:63:1b:da:3e:3b,-79,79288,2026-04-07 23:16:49.104000,2026-04-07 23:16:49.315815,2026-04-07 23:16:49.137275,True,33.274
49:1f:eb:cd:ba:d4,-78,79338,2026-04-07 23:16:49.154000,2026-04-07 23:16:49.515230,2026-04-07 23:16:49.335482,True,181.482
0b:63:1b:da:3e:3b,-78,79488,2026-04-07 23:16:49.304000,2026-04-07 23:16:49.516284,2026-04-07 23:16:49.336690,True,32.689
57:14:14:81:01:ce,-73,79938,2026-04-07 23:16:49.754000,2026-04-07 23:16:49.964671,2026-04-07 23:16:49.786131,True,32.13
0b:63:1b:da:3e:3b,-79,80238,2026-04-07 23:16:50.054000,2026-04-07 23:16:50.265638,2026-04-07 23:16:50.086090,True,32.089
81:fc:c7:5b:0c:d4,-71,80285,2026-04-07 23:16:50.101000,2026-04-07 23:16:50.414711,2026-04-07 23:16:50.236171,True,135.17
49:1f:eb:cd:ba:d4,-65,80285,2026-04-07 23:16:50.101000,2026-04-07 23:16:50.415720,2026-04-07 23:16:50.236171,True,135.17
0b:63:1b:da:3e:3b,-77,80338,2026-04-07 23:16:50.154000,2026-04-07 23:16:50.415720,2026-04-07 23:16:50.237180,True,83.179
1d:a8:40:2d:17:f8,-82,80388,2026-04-07 23:16:50.204000,2026-04-07 23:16:50.416810,2026-04-07 23:16:50.237180,True,33.179
0b:63:1b:da:3e:3b,-79,80538,2026-04-07 23:16:50.354000,2026-04-07 23:16:50.565000,2026-04-07 23:16:50.386460,True,32.459
49:1f:eb:cd:ba:d4,-68,80775,2026-04-07 23:16:50.591000,2026-04-07 23:16:50.801177,2026-04-07 23:16:50.622637,True,31.636
f5:05:dc:56:a4:77,-71,80775,2026-04-07 23:16:50.591000,2026-04-07 23:16:51.014553,2026-04-07 23:16:50.836013,True,245.012
1d:a8:40:2d:17:f8,-83,80988,2026-04-07 23:16:50.804000,2026-04-07 23:16:51.015555,2026-04-07 23:16:50.836013,True,32.012
0b:63:1b:da:3e:3b,-76,81388,2026-04-07 23:16:51.204000,2026-04-07 23:16:51.415487,2026-04-07 23:16:51.236140,True,32.139
0b:63:1b:da:3e:3b,-79,81588,2026-04-07 23:16:51.404000,2026-04-07 23:16:51.614690,2026-04-07 23:16:51.436150,True,32.149
0b:63:1b:da:3e:3b,-76,81688,2026-04-07 23:16:51.504000,2026-04-07 23:16:51.715794,2026-04-07 23:16:51.536207,True,32.206
49:1f:eb:cd:ba:d4,-77,81738,2026-04-07 23:16:51.554000,2026-04-07 23:16:51.909392,2026-04-07 23:16:51.729771,True,175.77
f5:05:dc:56:a4:77,-78,81883,2026-04-07 23:16:51.699000,2026-04-07 23:16:51.909392,2026-04-07 23:16:51.730852,True,31.852
0b:63:1b:da:3e:3b,-77,81883,2026-04-07 23:16:51.699000,2026-04-07 23:16:52.014507,2026-04-07 23:16:51.835967,True,136.966
57:14:14:81:01:ce,-67,81938,2026-04-07 23:16:51.754000,2026-04-07 23:16:52.015689,2026-04-07 23:16:51.837149,True,83.148
0b:63:1b:da:3e:3b,-75,81988,2026-04-07 23:16:51.804000,2026-04-07 23:16:52.016707,2026-04-07 23:16:51.837149,True,33.148
49:1f:eb:cd:ba:d4,-65,82238,2026-04-07 23:16:52.054000,2026-04-07 23:16:52.265757,2026-04-07 23:16:52.086189,True,32.188
81:fc:c7:5b:0c:d4,-54,82288,2026-04-07 23:16:52.104000,2026-04-07 23:16:52.465068,2026-04-07 23:16:52.285523,True,181.522
f5:05:dc:56:a4:77,-73,82438,2026-04-07 23:16:52.254000,2026-04-07 23:16:52.465068,2026-04-07 23:16:52.286528,True,32.527
0b:63:1b:da:3e:3b,-79,82628,2026-04-07 23:16:52.444000,2026-04-07 23:16:52.655156,2026-04-07 23:16:52.475608,True,31.607
1d:a8:40:2d:17:f8,-81,82628,2026-04-07 23:16:52.444000,2026-04-07 23:16:52.954296,2026-04-07 23:16:52.774914,True,330.913
0b:63:1b:da:3e:3b,-79,82927,2026-04-07 23:16:52.743000,2026-04-07 23:16:52.954296,2026-04-07 23:16:52.775756,True,32.756
57:14:14:81:01:ce,-75,82927,2026-04-07 23:16:52.743000,2026-04-07 23:16:53.214932,2026-04-07 23:16:53.035384,True,292.383
f5:05:dc:56:a4:77,-77,82988,2026-04-07 23:16:52.804000,2026-04-07 23:16:53.214932,2026-04-07 23:16:53.036392,True,232.391
49:1f:eb:cd:ba:d4,-68,83188,2026-04-07 23:16:53.004000,2026-04-07 23:16:53.215951,2026-04-07 23:16:53.037411,True,33.41
0b:63:1b:da:3e:3b,-77,83237,2026-04-07 23:16:53.053000,2026-04-07 23:16:53.365064,2026-04-07 23:16:53.185518,True,132.517
f5:05:dc:56:a4:77,-76,83237,2026-04-07 23:16:53.053000,2026-04-07 23:16:53.365064,2026-04-07 23:16:53.186524,True,133.523
0b:63:1b:da:3e:3b,-79,83338,2026-04-07 23:16:53.154000,2026-04-07 23:16:53.366082,2026-04-07 23:16:53.187542,True,33.541
f5:05:dc:56:a4:77,-77,83538,2026-04-07 23:16:53.354000,2026-04-07 23:16:53.564672,2026-04-07 23:16:53.386132,True,32.131
f5:05:dc:56:a4:77,-74,83788,2026-04-07 23:16:53.604000,2026-04-07 23:16:53.814680,2026-04-07 23:16:53.636140,True,32.139
0b:63:1b:da:3e:3b,-76,83988,2026-04-07 23:16:53.804000,2026-04-07 23:16:54.014708,2026-04-07 23:16:53.836168,True,32.167
f5:05:dc:56:a4:77,-72,84088,2026-04-07 23:16:53.904000,2026-04-07 23:16:54.114788,2026-04-07 23:16:53.936248,True,32.247
49:1f:eb:cd:ba:d4,-79,84138,2026-04-07 23:16:53.954000,2026-04-07 23:16:54.312217,2026-04-07 23:16:54.132650,True,178.649
1d:a8:40:2d:17:f8,-80,84285,2026-04-07 23:16:54.101000,2026-04-07 23:16:54.312217,2026-04-07 23:16:54.133677,True,32.676
81:fc:c7:5b:0c:d4,-48,84286,2026-04-07 23:16:54.102000,2026-04-07 23:16:54.565329,2026-04-07 23:16:54.385780,True,283.779
0b:63:1b:da:3e:3b,-77,84288,2026-04-07 23:16:54.104000,2026-04-07 23:16:54.565329,2026-04-07 23:16:54.386789,True,282.788
50:03:85:be:7b:d6,-72,84538,2026-04-07 23:16:54.354000,2026-04-07 23:16:54.566362,2026-04-07 23:16:54.386789,True,32.788
0b:63:1b:da:3e:3b,-79,84738,2026-04-07 23:16:54.554000,2026-04-07 23:16:54.765303,2026-04-07 23:16:54.585758,True,31.757
f5:05:dc:56:a4:77,-76,84884,2026-04-07 23:16:54.700000,2026-04-07 23:16:54.911101,2026-04-07 23:16:54.731534,True,31.533
1d:a8:40:2d:17:f8,-82,84884,2026-04-07 23:16:54.700000,2026-04-07 23:16:55.115156,2026-04-07 23:16:54.935607,True,235.606
57:14:14:81:01:ce,-67,84938,2026-04-07 23:16:54.754000,2026-04-07 23:16:55.115156,2026-04-07 23:16:54.936616,True,182.615
49:1f:eb:cd:ba:d4,-63,85088,2026-04-07 23:16:54.904000,2026-04-07 23:16:55.116188,2026-04-07 23:16:54.936616,True,32.615
f5:05:dc:56:a4:77,-72,85438,2026-04-07 23:16:55.254000,2026-04-07 23:16:55.465060,2026-04-07 23:16:55.285515,True,31.514
49:1f:eb:cd:ba:d4,-66,85588,2026-04-07 23:16:55.404000,2026-04-07 23:16:55.614773,2026-04-07 23:16:55.436233,True,32.232
57:14:14:81:01:ce,-75,85938,2026-04-07 23:16:55.754000,2026-04-07 23:16:55.964730,2026-04-07 23:16:55.786190,True,32.189
f5:05:dc:56:a4:77,-76,85988,2026-04-07 23:16:55.804000,2026-04-07 23:16:56.515884,2026-04-07 23:16:56.336276,True,532.275
1d:37:3c:38:64:c2,-74,86488,2026-04-07 23:16:56.304000,2026-04-07 23:16:56.515884,2026-04-07 23:16:56.337344,True,33.343
50:03:85:be:7b:d6,-80,86528,2026-04-07 23:16:56.344000,2026-04-07 23:16:57.115352,2026-04-07 23:16:56.935807,True,591.806
f5:05:dc:56:a4:77,-80,86528,2026-04-07 23:16:56.344000,2026-04-07 23:16:57.116376,2026-04-07 23:16:56.936812,True,592.811
49:1f:eb:cd:ba:d4,-78,86538,2026-04-07 23:16:56.354000,2026-04-07 23:16:57.116376,2026-04-07 23:16:56.937836,True,583.835
f5:05:dc:56:a4:77,-74,87088,2026-04-07 23:16:56.904000,2026-04-07 23:16:57.116376,2026-04-07 23:16:56.937836,True,33.835
f5:05:dc:56:a4:77,-74,87388,2026-04-07 23:16:57.204000,2026-04-07 23:16:57.414796,2026-04-07 23:16:57.236256,True,32.256
49:1f:eb:cd:ba:d4,-65,87488,2026-04-07 23:16:57.304000,2026-04-07 23:16:57.965261,2026-04-07 23:16:57.785716,True,481.715
57:14:14:81:01:ce,-67,87938,2026-04-07 23:16:57.754000,2026-04-07 23:16:57.965261,2026-04-07 23:16:57.786721,True,32.72
49:1f:eb:cd:ba:d4,-69,87988,2026-04-07 23:16:57.804000,2026-04-07 23:16:58.494988,2026-04-07 23:16:58.316448,True,512.447
1d:37:3c:38:64:c2,-81,88469,2026-04-07 23:16:58.285000,2026-04-07 23:16:58.495997,2026-04-07 23:16:58.316448,True,31.447
f5:05:dc:56:a4:77,-81,88469,2026-04-07 23:16:58.285000,2026-04-07 23:16:58.815399,2026-04-07 23:16:58.635762,True,350.761
1d:a8:40:2d:17:f8,-84,88788,2026-04-07 23:16:58.604000,2026-04-07 23:16:58.815399,2026-04-07 23:16:58.636859,True,32.858
57:14:14:81:01:ce,-74,88931,2026-04-07 23:16:58.747000,2026-04-07 23:16:58.957727,2026-04-07 23:16:58.779187,True,32.186
49:1f:eb:cd:ba:d4,-77,88931,2026-04-07 23:16:58.747000,2026-04-07 23:16:59.064931,2026-04-07 23:16:58.886391,True,139.39
f5:05:dc:56:a4:77,-72,89038,2026-04-07 23:16:58.854000,2026-04-07 23:16:59.065957,2026-04-07 23:16:58.886391,True,32.39
49:1f:eb:cd:ba:d4,-65,89888,2026-04-07 23:16:59.704000,2026-04-07 23:16:59.915412,2026-04-07 23:16:59.735862,True,31.861
f5:05:dc:56:a4:77,-82,90138,2026-04-07 23:16:59.954000,2026-04-07 23:17:00.164973,2026-04-07 23:16:59.986433,True,32.432
81:fc:c7:5b:0c:d4,-69,90338,2026-04-07 23:17:00.154000,2026-04-07 23:17:00.364786,2026-04-07 23:17:00.186246,True,32.245
49:1f:eb:cd:ba:d4,-70,90388,2026-04-07 23:17:00.204000,2026-04-07 23:17:00.515044,2026-04-07 23:17:00.336504,True,132.503
1d:a8:40:2d:17:f8,-82,90438,2026-04-07 23:17:00.254000,2026-04-07 23:17:00.516050,2026-04-07 23:17:00.336504,True,82.503
1d:37:3c:38:64:c2,-72,90488,2026-04-07 23:17:00.304000,2026-04-07 23:17:00.516050,2026-04-07 23:17:00.337510,True,33.509
50:03:85:be:7b:d6,-74,90538,2026-04-07 23:17:00.354000,2026-04-07 23:17:00.965907,2026-04-07 23:17:00.786340,True,432.339
57:14:14:81:01:ce,-66,90938,2026-04-07 23:17:00.754000,2026-04-07 23:17:00.965907,2026-04-07 23:17:00.787367,True,33.366
1d:a8:40:2d:17:f8,-81,91038,2026-04-07 23:17:00.854000,2026-04-07 23:17:01.064996,2026-04-07 23:17:00.886456,True,32.455
49:1f:eb:cd:ba:d4,-79,91338,2026-04-07 23:17:01.154000,2026-04-07 23:17:01.365106,2026-04-07 23:17:01.186566,True,32.566
f5:05:dc:56:a4:77,-82,91788,2026-04-07 23:17:01.604000,2026-04-07 23:17:01.815619,2026-04-07 23:17:01.636017,True,32.016
57:14:14:81:01:ce,-74,91938,2026-04-07 23:17:01.754000,2026-04-07 23:17:01.965027,2026-04-07 23:17:01.786487,True,32.486
