MAC,RSSI,Monotonic,UTC (ESP),UTC Now (SYS),UTC Now (NTP),Time sync,UTC NTP - UTC ESP
7e:97:1b:0d:4b:7d,-65,749763,2026-04-02 20:53:11.921000,2026-04-02 20:53:11.623032,2026-04-02 20:53:11.896165,True,-24.835
49:1f:eb:cd:ba:d4,-64,749813,2026-04-02 20:53:11.971000,2026-04-02 20:53:11.673966,2026-04-02 20:53:11.946093,True,-24.908
d2:62:0a:13:c3:49,-85,749850,2026-04-02 20:53:12.008000,2026-04-02 20:53:11.716489,2026-04-02 20:53:11.988606,True,-19.394
1d:a8:40:2d:17:f8,-82,749851,2026-04-02 20:53:12.009000,2026-04-02 20:53:11.716489,2026-04-02 20:53:11.989623,True,-19.378
41:48:9a:c2:c0:e0,-52,750312,2026-04-02 20:53:12.470000,2026-04-02 20:53:12.172290,2026-04-02 20:53:12.444419,True,-25.581
7e:97:1b:0d:4b:7d,-63,750312,2026-04-02 20:53:12.470000,2026-04-02 20:53:12.233943,2026-04-02 20:53:12.501030,True,31.03
7e:97:1b:0d:4b:7d,-62,750613,2026-04-02 20:53:12.771000,2026-04-02 20:53:12.473260,2026-04-02 20:53:12.746393,True,-24.607
49:1f:eb:cd:ba:d4,-75,750763,2026-04-02 20:53:12.921000,2026-04-02 20:53:12.623073,2026-04-02 20:53:12.896206,True,-24.794
7e:97:1b:0d:4b:7d,-66,750863,2026-04-02 20:53:13.021000,2026-04-02 20:53:12.724191,2026-04-02 20:53:12.996242,True,-24.759
1d:a8:40:2d:17:f8,-83,750913,2026-04-02 20:53:13.071000,2026-04-02 20:53:12.773664,2026-04-02 20:53:13.045770,True,-25.23
17:8f:b4:c6:55:fb,-74,751013,2026-04-02 20:53:13.171000,2026-04-02 20:53:12.873255,2026-04-02 20:53:13.146389,True,-24.612
7e:97:1b:0d:4b:7d,-66,751163,2026-04-02 20:53:13.321000,2026-04-02 20:53:13.081219,2026-04-02 20:53:13.354352,True,33.352
94:4c:dc:dd:93:5d,-74,751213,2026-04-02 20:53:13.371000,2026-04-02 20:53:13.132703,2026-04-02 20:53:13.404809,True,33.809
7e:97:1b:0d:4b:7d,-66,751413,2026-04-02 20:53:13.571000,2026-04-02 20:53:13.273995,2026-04-02 20:53:13.546128,True,-24.872
1d:a8:40:2d:17:f8,-82,751513,2026-04-02 20:53:13.671000,2026-04-02 20:53:13.373557,2026-04-02 20:53:13.645670,True,-25.33
49:1f:eb:cd:ba:d4,-67,751713,2026-04-02 20:53:13.871000,2026-04-02 20:53:13.573824,2026-04-02 20:53:13.845957,True,-25.043
94:4c:dc:dd:93:5d,-75,751963,2026-04-02 20:53:14.121000,2026-04-02 20:53:13.824331,2026-04-02 20:53:14.096455,True,-24.546
49:1f:eb:cd:ba:d4,-65,752213,2026-04-02 20:53:14.371000,2026-04-02 20:53:14.074182,2026-04-02 20:53:14.346303,True,-24.698
7e:97:1b:0d:4b:7d,-64,752263,2026-04-02 20:53:14.421000,2026-04-02 20:53:14.128137,2026-04-02 20:53:14.400265,True,-20.735
41:48:9a:c2:c0:e0,-52,752313,2026-04-02 20:53:14.471000,2026-04-02 20:53:14.174688,2026-04-02 20:53:14.446814,True,-24.187
7e:97:1b:0d:4b:7d,-65,752513,2026-04-02 20:53:14.671000,2026-04-02 20:53:14.373822,2026-04-02 20:53:14.645905,True,-25.095
94:4c:dc:dd:93:5d,-73,752713,2026-04-02 20:53:14.871000,2026-04-02 20:53:14.573896,2026-04-02 20:53:14.846028,True,-24.972
7e:97:1b:0d:4b:7d,-65,753063,2026-04-02 20:53:15.221000,2026-04-02 20:53:14.923980,2026-04-02 20:53:15.196109,True,-24.891
1d:a8:40:2d:17:f8,-81,753151,2026-04-02 20:53:15.309000,2026-04-02 20:53:15.010700,2026-04-02 20:53:15.283834,True,-25.167
49:1f:eb:cd:ba:d4,-75,753151,2026-04-02 20:53:15.309000,2026-04-02 20:53:15.057135,2026-04-02 20:53:15.329263,True,20.263
f3:eb:cf:34:5d:74,-62,753610,2026-04-02 20:53:15.768000,2026-04-02 20:53:15.470374,2026-04-02 20:53:15.742503,True,-25.497
7e:97:1b:0d:4b:7d,-63,753610,2026-04-02 20:53:15.768000,2026-04-02 20:53:15.521400,2026-04-02 20:53:15.794533,True,26.533
1d:a8:40:2d:17:f8,-82,753763,2026-04-02 20:53:15.921000,2026-04-02 20:53:15.623669,2026-04-02 20:53:15.895802,True,-25.199
7e:97:1b:0d:4b:7d,-62,753913,2026-04-02 20:53:16.071000,2026-04-02 20:53:15.774213,2026-04-02 20:53:16.046345,True,-24.655
49:1f:eb:cd:ba:d4,-64,754113,2026-04-02 20:53:16.271000,2026-04-02 20:53:15.973010,2026-04-02 20:53:16.246143,True,-24.857
7e:97:1b:0d:4b:7d,-65,754163,2026-04-02 20:53:16.321000,2026-04-02 20:53:16.024189,2026-04-02 20:53:16.297322,True,-23.678
41:48:9a:c2:c0:e0,-50,754313,2026-04-02 20:53:16.471000,2026-04-02 20:53:16.173803,2026-04-02 20:53:16.446937,True,-24.064
94:4c:dc:dd:93:5d,-74,754363,2026-04-02 20:53:16.521000,2026-04-02 20:53:16.223918,2026-04-02 20:53:16.497051,True,-23.949
7e:97:1b:0d:4b:7d,-65,754463,2026-04-02 20:53:16.621000,2026-04-02 20:53:16.324018,2026-04-02 20:53:16.596138,True,-24.862
fe:ca:d5:06:24:c4,-82,754513,2026-04-02 20:53:16.671000,2026-04-02 20:53:16.377425,2026-04-02 20:53:16.649472,True,-21.528
49:1f:eb:cd:ba:d4,-64,754613,2026-04-02 20:53:16.771000,2026-04-02 20:53:16.474030,2026-04-02 20:53:16.746155,True,-24.845
ef:20:11:97:52:c3,-87,754663,2026-04-02 20:53:16.821000,2026-04-02 20:53:16.524136,2026-04-02 20:53:16.796271,True,-24.729
7e:97:1b:0d:4b:7d,-66,755013,2026-04-02 20:53:17.171000,2026-04-02 20:53:16.873672,2026-04-02 20:53:17.145802,True,-25.199
3f:f7:d1:20:31:e5,-74,755102,2026-04-02 20:53:17.260000,2026-04-02 20:53:16.962266,2026-04-02 20:53:17.235399,True,-24.601
94:4c:dc:dd:93:5d,-74,755102,2026-04-02 20:53:17.260000,2026-04-02 20:53:17.007765,2026-04-02 20:53:17.280899,True,20.898
1d:a8:40:2d:17:f8,-81,755413,2026-04-02 20:53:17.571000,2026-04-02 20:53:17.273922,2026-04-02 20:53:17.546042,True,-24.958
49:1f:eb:cd:ba:d4,-82,755552,2026-04-02 20:53:17.710000,2026-04-02 20:53:17.412180,2026-04-02 20:53:17.685313,True,-24.687
7e:97:1b:0d:4b:7d,-63,755552,2026-04-02 20:53:17.710000,2026-04-02 20:53:17.459483,2026-04-02 20:53:17.731597,True,21.597
f3:eb:cf:34:5d:74,-66,755614,2026-04-02 20:53:17.772000,2026-04-02 20:53:17.505275,2026-04-02 20:53:17.777399,True,5.398
94:4c:dc:dd:93:5d,-73,755863,2026-04-02 20:53:18.021000,2026-04-02 20:53:17.723966,2026-04-02 20:53:17.996081,True,-24.919
1d:a8:40:2d:17:f8,-83,756013,2026-04-02 20:53:18.171000,2026-04-02 20:53:17.873696,2026-04-02 20:53:18.145730,True,-25.27
7e:97:1b:0d:4b:7d,-65,756113,2026-04-02 20:53:18.271000,2026-04-02 20:53:17.973399,2026-04-02 20:53:18.246532,True,-24.468
49:1f:eb:cd:ba:d4,-64,756513,2026-04-02 20:53:18.671000,2026-04-02 20:53:18.373849,2026-04-02 20:53:18.645977,True,-25.024
7e:97:1b:0d:4b:7d,-66,756663,2026-04-02 20:53:18.821000,2026-04-02 20:53:18.523265,2026-04-02 20:53:18.796398,True,-24.602
49:1f:eb:cd:ba:d4,-65,757013,2026-04-02 20:53:19.171000,2026-04-02 20:53:18.873227,2026-04-02 20:53:19.146360,True,-24.64
7e:97:1b:0d:4b:7d,-62,757213,2026-04-02 20:53:19.371000,2026-04-02 20:53:19.073484,2026-04-02 20:53:19.346617,True,-24.383
94:4c:dc:dd:93:5d,-74,757363,2026-04-02 20:53:19.521000,2026-04-02 20:53:19.224127,2026-04-02 20:53:19.496256,True,-24.744
d2:62:0a:13:c3:49,-90,757513,2026-04-02 20:53:19.671000,2026-04-02 20:53:19.373677,2026-04-02 20:53:19.645794,True,-25.206
f3:eb:cf:34:5d:74,-65,757613,2026-04-02 20:53:19.771000,2026-04-02 20:53:19.474308,2026-04-02 20:53:19.746433,True,-24.567
1d:a8:40:2d:17:f8,-81,757663,2026-04-02 20:53:19.821000,2026-04-02 20:53:19.528380,2026-04-02 20:53:19.800503,True,-20.497
7e:97:1b:0d:4b:7d,-65,757764,2026-04-02 20:53:19.922000,2026-04-02 20:53:19.623786,2026-04-02 20:53:19.895838,True,-26.162
d2:62:0a:13:c3:49,-85,757814,2026-04-02 20:53:19.972000,2026-04-02 20:53:19.674008,2026-04-02 20:53:19.946136,True,-25.865
49:1f:eb:cd:ba:d4,-77,757963,2026-04-02 20:53:20.121000,2026-04-02 20:53:19.823561,2026-04-02 20:53:20.096694,True,-24.306
1d:a8:40:2d:17:f8,-82,758263,2026-04-02 20:53:20.421000,2026-04-02 20:53:20.123527,2026-04-02 20:53:20.396660,True,-24.34
7e:97:1b:0d:4b:7d,-64,758314,2026-04-02 20:53:20.472000,2026-04-02 20:53:20.175235,2026-04-02 20:53:20.447361,True,-24.639
7e:97:1b:0d:4b:7d,-62,758864,2026-04-02 20:53:21.022000,2026-04-02 20:53:20.724445,2026-04-02 20:53:20.996573,True,-25.427
49:1f:eb:cd:ba:d4,-64,758913,2026-04-02 20:53:21.071000,2026-04-02 20:53:20.778734,2026-04-02 20:53:21.050863,True,-20.137
1d:a8:40:2d:17:f8,-81,759314,2026-04-02 20:53:21.472000,2026-04-02 20:53:21.173400,2026-04-02 20:53:21.446533,True,-25.467
49:1f:eb:cd:ba:d4,-65,759413,2026-04-02 20:53:21.572000,2026-04-02 20:53:21.273771,2026-04-02 20:53:21.545900,True,-26.1
f3:eb:cf:34:5d:74,-61,759614,2026-04-02 20:53:21.772000,2026-04-02 20:53:21.473579,2026-04-02 20:53:21.746712,True,-25.288
1d:a8:40:2d:17:f8,-86,759914,2026-04-02 20:53:22.072000,2026-04-02 20:53:21.774061,2026-04-02 20:53:22.046190,True,-25.81
7e:97:1b:0d:4b:7d,-66,759963,2026-04-02 20:53:22.121000,2026-04-02 20:53:21.826335,2026-04-02 20:53:22.099468,True,-21.532
7e:97:1b:0d:4b:7d,-62,760214,2026-04-02 20:53:22.372000,2026-04-02 20:53:22.074371,2026-04-02 20:53:22.346483,True,-25.517
41:48:9a:c2:c0:e0,-50,760314,2026-04-02 20:53:22.472000,2026-04-02 20:53:22.174470,2026-04-02 20:53:22.447603,True,-24.397
49:1f:eb:cd:ba:d4,-82,760364,2026-04-02 20:53:22.522000,2026-04-02 20:53:22.224103,2026-04-02 20:53:22.496227,True,-25.773
7e:97:1b:0d:4b:7d,-65,760764,2026-04-02 20:53:22.922000,2026-04-02 20:53:22.623463,2026-04-02 20:53:22.896596,True,-25.404
d2:62:0a:13:c3:49,-86,760814,2026-04-02 20:53:22.972000,2026-04-02 20:53:22.679834,2026-04-02 20:53:22.951957,True,-20.043
1d:a8:40:2d:17:f8,-83,760964,2026-04-02 20:53:23.122000,2026-04-02 20:53:22.823732,2026-04-02 20:53:23.095839,True,-26.162
17:8f:b4:c6:55:fb,-74,761064,2026-04-02 20:53:23.222000,2026-04-02 20:53:22.924469,2026-04-02 20:53:23.196362,True,-25.639
3f:f7:d1:20:31:e5,-75,761114,2026-04-02 20:53:23.272000,2026-04-02 20:53:22.973589,2026-04-02 20:53:23.246722,True,-25.278
7e:97:1b:0d:4b:7d,-66,761310,2026-04-02 20:53:23.468000,2026-04-02 20:53:23.170167,2026-04-02 20:53:23.442300,True,-25.7
49:1f:eb:cd:ba:d4,-66,761310,2026-04-02 20:53:23.468000,2026-04-02 20:53:23.222407,2026-04-02 20:53:23.495541,True,27.54
1d:a8:40:2d:17:f8,-82,761564,2026-04-02 20:53:23.722000,2026-04-02 20:53:23.423968,2026-04-02 20:53:23.696054,True,-25.947
24:01:68:4f:d7:d4,-65,761612,2026-04-02 20:53:23.770000,2026-04-02 20:53:23.472259,2026-04-02 20:53:23.744389,True,-25.612
f3:eb:cf:34:5d:74,-66,761612,2026-04-02 20:53:23.770000,2026-04-02 20:53:23.515053,2026-04-02 20:53:23.786671,True,16.671
49:1f:eb:cd:ba:d4,-66,761814,2026-04-02 20:53:23.972000,2026-04-02 20:53:23.674336,2026-04-02 20:53:23.946465,True,-25.536
94:4c:dc:dd:93:5d,-74,762014,2026-04-02 20:53:24.172000,2026-04-02 20:53:23.873343,2026-04-02 20:53:24.146476,True,-25.524
7e:97:1b:0d:4b:7d,-62,762156,2026-04-02 20:53:24.314000,2026-04-02 20:53:24.015785,2026-04-02 20:53:24.287911,True,-26.089
1d:a8:40:2d:17:f8,-81,762156,2026-04-02 20:53:24.314000,2026-04-02 20:53:24.067792,2026-04-02 20:53:24.340925,True,26.925
41:48:9a:c2:c0:e0,-51,762314,2026-04-02 20:53:24.472000,2026-04-02 20:53:24.173692,2026-04-02 20:53:24.445803,True,-26.197
a6:67:25:c5:2a:f4,-82,762443,2026-04-02 20:53:24.601000,2026-04-02 20:53:24.303053,2026-04-02 20:53:24.575180,True,-25.821
d2:62:0a:13:c3:49,-83,762443,2026-04-02 20:53:24.601000,2026-04-02 20:53:24.360340,2026-04-02 20:53:24.632469,True,31.469
58:58:dd:c3:de:fa,-70,762564,2026-04-02 20:53:24.722000,2026-04-02 20:53:24.423399,2026-04-02 20:53:24.696532,True,-25.468
7e:97:1b:0d:4b:7d,-66,762714,2026-04-02 20:53:24.872000,2026-04-02 20:53:24.573746,2026-04-02 20:53:24.845875,True,-26.125
49:1f:eb:cd:ba:d4,-83,762755,2026-04-02 20:53:24.913000,2026-04-02 20:53:24.622849,2026-04-02 20:53:24.894979,True,-18.022
94:4c:dc:dd:93:5d,-73,762755,2026-04-02 20:53:24.913000,2026-04-02 20:53:24.622849,2026-04-02 20:53:24.895982,True,-17.018
a2:e5:cc:e2:df:d1,-83,763064,2026-04-02 20:53:25.222000,2026-04-02 20:53:24.923250,2026-04-02 20:53:25.196383,True,-25.617
1d:a8:40:2d:17:f8,-81,763214,2026-04-02 20:53:25.372000,2026-04-02 20:53:25.073499,2026-04-02 20:53:25.346632,True,-25.368
7e:97:1b:0d:4b:7d,-65,763264,2026-04-02 20:53:25.422000,2026-04-02 20:53:25.129034,2026-04-02 20:53:25.401161,True,-20.839
7e:97:1b:0d:4b:7d,-65,763564,2026-04-02 20:53:25.722000,2026-04-02 20:53:25.423322,2026-04-02 20:53:25.696455,True,-25.545
24:01:68:4f:d7:d4,-66,763614,2026-04-02 20:53:25.772000,2026-04-02 20:53:25.473585,2026-04-02 20:53:25.746718,True,-25.282
49:1f:eb:cd:ba:d4,-65,763714,2026-04-02 20:53:25.872000,2026-04-02 20:53:25.574090,2026-04-02 20:53:25.846216,True,-25.784
1d:a8:40:2d:17:f8,-83,763806,2026-04-02 20:53:25.964000,2026-04-02 20:53:25.666037,2026-04-02 20:53:25.938150,True,-25.85
d2:62:0a:13:c3:49,-85,763806,2026-04-02 20:53:25.964000,2026-04-02 20:53:25.719037,2026-04-02 20:53:25.992170,True,28.17
7e:97:1b:0d:4b:7d,-62,763814,2026-04-02 20:53:25.972000,2026-04-02 20:53:25.720043,2026-04-02 20:53:25.993176,True,21.176
49:1f:eb:cd:ba:d4,-65,764214,2026-04-02 20:53:26.372000,2026-04-02 20:53:26.074009,2026-04-02 20:53:26.346133,True,-25.867
94:4c:dc:dd:93:5d,-74,764264,2026-04-02 20:53:26.422000,2026-04-02 20:53:26.123974,2026-04-02 20:53:26.396085,True,-25.915
7e:97:1b:0d:4b:7d,-66,764364,2026-04-02 20:53:26.522000,2026-04-02 20:53:26.223638,2026-04-02 20:53:26.496771,True,-25.229
58:58:dd:c3:de:fa,-75,764564,2026-04-02 20:53:26.722000,2026-04-02 20:53:26.424208,2026-04-02 20:53:26.696332,True,-25.669
7e:97:1b:0d:4b:7d,-65,764664,2026-04-02 20:53:26.822000,2026-04-02 20:53:26.523674,2026-04-02 20:53:26.796807,True,-25.193
1d:a8:40:2d:17:f8,-81,764847,2026-04-02 20:53:27.005000,2026-04-02 20:53:26.707292,2026-04-02 20:53:26.980425,True,-24.575
89:a1:41:12:24:62,-90,764847,2026-04-02 20:53:27.005000,2026-04-02 20:53:26.753140,2026-04-02 20:53:27.025254,True,20.254
7e:97:1b:0d:4b:7d,-63,764914,2026-04-02 20:53:27.072000,2026-04-02 20:53:26.798988,2026-04-02 20:53:27.071103,True,-0.898
94:4c:dc:dd:93:5d,-77,765014,2026-04-02 20:53:27.172000,2026-04-02 20:53:26.873686,2026-04-02 20:53:27.145796,True,-26.204
17:8f:b4:c6:55:fb,-72,765064,2026-04-02 20:53:27.222000,2026-04-02 20:53:26.925349,2026-04-02 20:53:27.197474,True,-24.526
49:1f:eb:cd:ba:d4,-80,765164,2026-04-02 20:53:27.322000,2026-04-02 20:53:27.024577,2026-04-02 20:53:27.296638,True,-25.362
1d:a8:40:2d:17:f8,-81,765457,2026-04-02 20:53:27.615000,2026-04-02 20:53:27.316923,2026-04-02 20:53:27.589032,True,-25.968
d2:62:0a:13:c3:49,-84,765457,2026-04-02 20:53:27.615000,2026-04-02 20:53:27.372034,2026-04-02 20:53:27.644164,True,29.163
7e:97:1b:0d:4b:7d,-62,765464,2026-04-02 20:53:27.622000,2026-04-02 20:53:27.373042,2026-04-02 20:53:27.645167,True,23.167
24:01:68:4f:d7:d4,-62,765614,2026-04-02 20:53:27.772000,2026-04-02 20:53:27.473791,2026-04-02 20:53:27.745912,True,-26.089
94:4c:dc:dd:93:5d,-74,765739,2026-04-02 20:53:27.897000,2026-04-02 20:53:27.598815,2026-04-02 20:53:27.871948,True,-25.052
7e:97:1b:0d:4b:7d,-62,765739,2026-04-02 20:53:27.897000,2026-04-02 20:53:27.650038,2026-04-02 20:53:27.922159,True,25.159
cc:8f:be:74:59:7c,-83,765750,2026-04-02 20:53:27.908000,2026-04-02 20:53:27.650038,2026-04-02 20:53:27.923172,True,15.171
85:ad:fe:ba:aa:e5,-86,765750,2026-04-02 20:53:27.908000,2026-04-02 20:53:27.651170,2026-04-02 20:53:27.923172,True,15.171
7e:97:1b:0d:4b:7d,-65,766014,2026-04-02 20:53:28.172000,2026-04-02 20:53:27.873898,2026-04-02 20:53:28.146022,True,-25.978
1d:a8:40:2d:17:f8,-80,766064,2026-04-02 20:53:28.222000,2026-04-02 20:53:27.927654,2026-04-02 20:53:28.200788,True,-21.213
49:1f:eb:cd:ba:d4,-65,766114,2026-04-02 20:53:28.272000,2026-04-02 20:53:28.021340,2026-04-02 20:53:28.294473,True,22.473
7e:97:1b:0d:4b:7d,-65,766314,2026-04-02 20:53:28.472000,2026-04-02 20:53:28.174713,2026-04-02 20:53:28.446846,True,-25.155
94:4c:dc:dd:93:5d,-75,766514,2026-04-02 20:53:28.672000,2026-04-02 20:53:28.373436,2026-04-02 20:53:28.646569,True,-25.431
58:58:dd:c3:de:fa,-74,766564,2026-04-02 20:53:28.722000,2026-04-02 20:53:28.426730,2026-04-02 20:53:28.698842,True,-23.159
49:1f:eb:cd:ba:d4,-66,766614,2026-04-02 20:53:28.772000,2026-04-02 20:53:28.475231,2026-04-02 20:53:28.748364,True,-23.636
7e:97:1b:0d:4b:7d,-65,766864,2026-04-02 20:53:29.022000,2026-04-02 20:53:28.724433,2026-04-02 20:53:28.996562,True,-25.438
94:30:d7:50:bb:55,-69,766964,2026-04-02 20:53:29.122000,2026-04-02 20:53:28.823319,2026-04-02 20:53:29.096452,True,-25.548
58:58:dd:c3:de:fa,-67,766964,2026-04-02 20:53:29.122000,2026-04-02 20:53:28.876066,2026-04-02 20:53:29.149199,True,27.199
17:8f:b4:c6:55:fb,-73,767064,2026-04-02 20:53:29.222000,2026-04-02 20:53:28.925068,2026-04-02 20:53:29.198201,True,-23.799
d2:62:0a:13:c3:49,-83,767114,2026-04-02 20:53:29.272000,2026-04-02 20:53:28.973832,2026-04-02 20:53:29.246965,True,-25.035
94:4c:dc:dd:93:5d,-73,767264,2026-04-02 20:53:29.422000,2026-04-02 20:53:29.124339,2026-04-02 20:53:29.396468,True,-25.532
7e:97:1b:0d:4b:7d,-62,767414,2026-04-02 20:53:29.572000,2026-04-02 20:53:29.273497,2026-04-02 20:53:29.546630,True,-25.37
94:30:d7:50:bb:55,-78,767514,2026-04-02 20:53:29.672000,2026-04-02 20:53:29.374199,2026-04-02 20:53:29.646321,True,-25.679
49:1f:eb:cd:ba:d4,-83,767564,2026-04-02 20:53:29.722000,2026-04-02 20:53:29.434302,2026-04-02 20:53:29.707436,True,-14.565
24:01:68:4f:d7:d4,-67,767614,2026-04-02 20:53:29.772000,2026-04-02 20:53:29.476866,2026-04-02 20:53:29.748991,True,-23.01
57:14:14:81:01:ce,-82,767695,2026-04-02 20:53:29.853000,2026-04-02 20:53:29.555153,2026-04-02 20:53:29.827282,True,-25.718
1d:a8:40:2d:17:f8,-80,767695,2026-04-02 20:53:29.853000,2026-04-02 20:53:29.598852,2026-04-02 20:53:29.871985,True,18.985
7e:97:1b:0d:4b:7d,-65,767964,2026-04-02 20:53:30.122000,2026-04-02 20:53:29.823482,2026-04-02 20:53:30.096615,True,-25.385
94:4c:dc:dd:93:5d,-73,768014,2026-04-02 20:53:30.172000,2026-04-02 20:53:29.878320,2026-04-02 20:53:30.151453,True,-20.547
1d:a8:40:2d:17:f8,-81,768309,2026-04-02 20:53:30.467000,2026-04-02 20:53:30.168983,2026-04-02 20:53:30.441105,True,-25.895
94:30:d7:50:bb:55,-81,768309,2026-04-02 20:53:30.467000,2026-04-02 20:53:30.217764,2026-04-02 20:53:30.490897,True,23.897
a6:67:25:c5:2a:f4,-82,768464,2026-04-02 20:53:30.622000,2026-04-02 20:53:30.324027,2026-04-02 20:53:30.596150,True,-25.85
7e:97:1b:0d:4b:7d,-64,768513,2026-04-02 20:53:30.671000,2026-04-02 20:53:30.374426,2026-04-02 20:53:30.646555,True,-24.445
49:1f:eb:cd:ba:d4,-65,768513,2026-04-02 20:53:30.671000,2026-04-02 20:53:30.375441,2026-04-02 20:53:30.647559,True,-23.441
94:4c:dc:dd:93:5d,-75,768743,2026-04-02 20:53:30.901000,2026-04-02 20:53:30.603621,2026-04-02 20:53:30.875750,True,-25.251
d2:62:0a:13:c3:49,-85,768743,2026-04-02 20:53:30.901000,2026-04-02 20:53:30.653616,2026-04-02 20:53:30.926749,True,25.749
94:30:d7:50:bb:55,-67,768864,2026-04-02 20:53:31.022000,2026-04-02 20:53:30.724209,2026-04-02 20:53:30.996338,True,-25.662
49:1f:eb:cd:ba:d4,-64,769014,2026-04-02 20:53:31.172000,2026-04-02 20:53:30.874014,2026-04-02 20:53:31.146141,True,-25.86
7e:97:1b:0d:4b:7d,-63,769053,2026-04-02 20:53:31.211000,2026-04-02 20:53:30.930787,2026-04-02 20:53:31.202915,True,-8.085
a2:e5:cc:e2:df:d1,-84,769053,2026-04-02 20:53:31.211000,2026-04-02 20:53:30.930787,2026-04-02 20:53:31.203920,True,-7.08
1d:a8:40:2d:17:f8,-83,769364,2026-04-02 20:53:31.522000,2026-04-02 20:53:31.223812,2026-04-02 20:53:31.495944,True,-26.056
94:4c:dc:dd:93:5d,-74,769514,2026-04-02 20:53:31.672000,2026-04-02 20:53:31.373655,2026-04-02 20:53:31.646789,True,-25.212
7e:97:1b:0d:4b:7d,-66,769610,2026-04-02 20:53:31.768000,2026-04-02 20:53:31.469403,2026-04-02 20:53:31.742537,True,-25.464
24:01:68:4f:d7:d4,-65,769610,2026-04-02 20:53:31.768000,2026-04-02 20:53:31.518890,2026-04-02 20:53:31.792023,True,24.023
94:30:d7:50:bb:55,-77,769664,2026-04-02 20:53:31.822000,2026-04-02 20:53:31.565148,2026-04-02 20:53:31.838282,True,16.281
7e:97:1b:0d:4b:7d,-65,769914,2026-04-02 20:53:32.072000,2026-04-02 20:53:31.773883,2026-04-02 20:53:32.046006,True,-25.994
94:30:d7:50:bb:55,-71,769948,2026-04-02 20:53:32.106000,2026-04-02 20:53:31.825684,2026-04-02 20:53:32.098817,True,-7.183
49:1f:eb:cd:ba:d4,-80,769948,2026-04-02 20:53:32.106000,2026-04-02 20:53:31.826692,2026-04-02 20:53:32.099825,True,-6.175
7e:97:1b:0d:4b:7d,-65,770164,2026-04-02 20:53:32.322000,2026-04-02 20:53:32.024249,2026-04-02 20:53:32.296299,True,-25.701
d2:62:0a:13:c3:49,-82,770414,2026-04-02 20:53:32.572000,2026-04-02 20:53:32.273810,2026-04-02 20:53:32.546943,True,-25.057
94:30:d7:50:bb:55,-69,770514,2026-04-02 20:53:32.672000,2026-04-02 20:53:32.373438,2026-04-02 20:53:32.646571,True,-25.429
57:14:14:81:01:ce,-89,770699,2026-04-02 20:53:32.857000,2026-04-02 20:53:32.558524,2026-04-02 20:53:32.831657,True,-25.343
7e:97:1b:0d:4b:7d,-62,770699,2026-04-02 20:53:32.857000,2026-04-02 20:53:32.617230,2026-04-02 20:53:32.889333,True,32.333
49:1f:eb:cd:ba:d4,-64,770914,2026-04-02 20:53:33.072000,2026-04-02 20:53:32.774308,2026-04-02 20:53:33.046426,True,-25.574
17:8f:b4:c6:55:fb,-72,771064,2026-04-02 20:53:33.222000,2026-04-02 20:53:32.923804,2026-04-02 20:53:33.196938,True,-25.063
7e:97:1b:0d:4b:7d,-66,771264,2026-04-02 20:53:33.422000,2026-04-02 20:53:33.124026,2026-04-02 20:53:33.396159,True,-25.841
49:1f:eb:cd:ba:d4,-65,771414,2026-04-02 20:53:33.572000,2026-04-02 20:53:33.273687,2026-04-02 20:53:33.546820,True,-25.18
79:64:9c:b8:60:e8,-83,771464,2026-04-02 20:53:33.622000,2026-04-02 20:53:33.328428,2026-04-02 20:53:33.601562,True,-20.439
94:30:d7:50:bb:55,-75,771594,2026-04-02 20:53:33.752000,2026-04-02 20:53:33.453931,2026-04-02 20:53:33.726060,True,-25.94
1d:a8:40:2d:17:f8,-83,771594,2026-04-02 20:53:33.752000,2026-04-02 20:53:33.497454,2026-04-02 20:53:33.770587,True,18.587
7e:97:1b:0d:4b:7d,-66,771814,2026-04-02 20:53:33.972000,2026-04-02 20:53:33.673764,2026-04-02 20:53:33.946898,True,-25.103
94:30:d7:50:bb:55,-63,771864,2026-04-02 20:53:34.022000,2026-04-02 20:53:33.729177,2026-04-02 20:53:34.002310,True,-19.69
94:4c:dc:dd:93:5d,-74,771914,2026-04-02 20:53:34.072000,2026-04-02 20:53:33.778468,2026-04-02 20:53:34.050530,True,-21.47
d2:62:0a:13:c3:49,-84,772064,2026-04-02 20:53:34.222000,2026-04-02 20:53:33.924112,2026-04-02 20:53:34.196241,True,-25.759
1d:a8:40:2d:17:f8,-81,772214,2026-04-02 20:53:34.372000,2026-04-02 20:53:34.073413,2026-04-02 20:53:34.346546,True,-25.454
7e:97:1b:0d:4b:7d,-62,772364,2026-04-02 20:53:34.522000,2026-04-02 20:53:34.223414,2026-04-02 20:53:34.496547,True,-25.453
94:4c:dc:dd:93:5d,-75,772664,2026-04-02 20:53:34.822000,2026-04-02 20:53:34.523924,2026-04-02 20:53:34.796040,True,-25.961
7e:97:1b:0d:4b:7d,-67,772914,2026-04-02 20:53:35.072000,2026-04-02 20:53:34.774473,2026-04-02 20:53:35.046599,True,-25.401
58:58:dd:c3:de:fa,-80,772964,2026-04-02 20:53:35.122000,2026-04-02 20:53:34.839421,2026-04-02 20:53:35.112555,True,-9.446
49:1f:eb:cd:ba:d4,-64,773314,2026-04-02 20:53:35.472000,2026-04-02 20:53:35.174417,2026-04-02 20:53:35.446550,True,-25.45
