MAC,RSSI,Monotonic,UTC (ESP),UTC Now (SYS),UTC Now (NTP),Time sync,UTC NTP - UTC ESP
44:af:95:6d:ee:47,-89,329255,2026-04-02 20:46:11.413000,2026-04-02 20:46:11.117546,2026-04-02 20:46:11.390304,True,-22.697
49:1f:eb:cd:ba:d4,-62,329305,2026-04-02 20:46:11.463000,2026-04-02 20:46:11.172440,2026-04-02 20:46:11.445573,True,-17.427
41:48:9a:c2:c0:e0,-62,329405,2026-04-02 20:46:11.563000,2026-04-02 20:46:11.267825,2026-04-02 20:46:11.539949,True,-23.051
7e:97:1b:0d:4b:7d,-65,329655,2026-04-02 20:46:11.813000,2026-04-02 20:46:11.517247,2026-04-02 20:46:11.790380,True,-22.62
80:2b:17:12:45:6f,-62,329705,2026-04-02 20:46:11.863000,2026-04-02 20:46:11.567294,2026-04-02 20:46:11.840427,True,-22.573
06:18:45:30:4c:79,-79,329851,2026-04-02 20:46:12.009000,2026-04-02 20:46:11.713580,2026-04-02 20:46:11.986713,True,-22.287
1d:a8:40:2d:17:f8,-83,329851,2026-04-02 20:46:12.009000,2026-04-02 20:46:11.764643,2026-04-02 20:46:12.037776,True,28.776
7e:97:1b:0d:4b:7d,-64,329905,2026-04-02 20:46:12.063000,2026-04-02 20:46:11.811645,2026-04-02 20:46:12.084778,True,21.778
7e:97:1b:0d:4b:7d,-65,330205,2026-04-02 20:46:12.363000,2026-04-02 20:46:12.067467,2026-04-02 20:46:12.339592,True,-23.409
49:1f:eb:cd:ba:d4,-65,330245,2026-04-02 20:46:12.403000,2026-04-02 20:46:12.122411,2026-04-02 20:46:12.395545,True,-7.456
80:2b:17:12:45:6f,-55,330245,2026-04-02 20:46:12.403000,2026-04-02 20:46:12.123423,2026-04-02 20:46:12.395545,True,-7.456
06:18:45:30:4c:79,-71,330405,2026-04-02 20:46:12.563000,2026-04-02 20:46:12.267263,2026-04-02 20:46:12.540396,True,-22.604
06:18:45:30:4c:79,-78,330605,2026-04-02 20:46:12.763000,2026-04-02 20:46:12.468544,2026-04-02 20:46:12.740647,True,-22.353
49:1f:eb:cd:ba:d4,-80,330733,2026-04-02 20:46:12.891000,2026-04-02 20:46:12.595902,2026-04-02 20:46:12.868027,True,-22.973
7e:97:1b:0d:4b:7d,-63,330733,2026-04-02 20:46:12.891000,2026-04-02 20:46:12.650025,2026-04-02 20:46:12.923158,True,32.158
80:2b:17:12:45:6f,-56,330805,2026-04-02 20:46:12.963000,2026-04-02 20:46:12.697367,2026-04-02 20:46:12.970500,True,7.5
06:18:45:30:4c:79,-71,331155,2026-04-02 20:46:13.313000,2026-04-02 20:46:13.017710,2026-04-02 20:46:13.290843,True,-22.157
f3:eb:cf:34:5d:74,-62,331201,2026-04-02 20:46:13.359000,2026-04-02 20:46:13.069587,2026-04-02 20:46:13.342721,True,-16.28
49:1f:eb:cd:ba:d4,-81,331201,2026-04-02 20:46:13.359000,2026-04-02 20:46:13.070594,2026-04-02 20:46:13.343728,True,-15.273
24:01:68:4f:d7:d4,-62,331205,2026-04-02 20:46:13.363000,2026-04-02 20:46:13.116954,2026-04-02 20:46:13.390088,True,27.087
7e:97:1b:0d:4b:7d,-65,331305,2026-04-02 20:46:13.463000,2026-04-02 20:46:13.167398,2026-04-02 20:46:13.439445,True,-23.555
06:18:45:30:4c:79,-79,331333,2026-04-02 20:46:13.491000,2026-04-02 20:46:13.209685,2026-04-02 20:46:13.482819,True,-8.182
89:a1:41:12:24:62,-88,331333,2026-04-02 20:46:13.491000,2026-04-02 20:46:13.210701,2026-04-02 20:46:13.483834,True,-7.166
80:2b:17:12:45:6f,-60,331355,2026-04-02 20:46:13.513000,2026-04-02 20:46:13.255781,2026-04-02 20:46:13.528914,True,15.914
41:48:9a:c2:c0:e0,-58,331405,2026-04-02 20:46:13.563000,2026-04-02 20:46:13.302166,2026-04-02 20:46:13.575299,True,12.299
1d:a8:40:2d:17:f8,-84,331505,2026-04-02 20:46:13.663000,2026-04-02 20:46:13.367618,2026-04-02 20:46:13.639751,True,-23.249
49:1f:eb:cd:ba:d4,-62,331705,2026-04-02 20:46:13.863000,2026-04-02 20:46:13.567735,2026-04-02 20:46:13.839864,True,-23.136
7e:97:1b:0d:4b:7d,-64,331855,2026-04-02 20:46:14.013000,2026-04-02 20:46:13.717302,2026-04-02 20:46:13.990436,True,-22.565
80:2b:17:12:45:6f,-55,331895,2026-04-02 20:46:14.053000,2026-04-02 20:46:13.769263,2026-04-02 20:46:14.042397,True,-10.604
06:18:45:30:4c:79,-72,331895,2026-04-02 20:46:14.053000,2026-04-02 20:46:13.770280,2026-04-02 20:46:14.042397,True,-10.604
06:18:45:30:4c:79,-78,332102,2026-04-02 20:46:14.260000,2026-04-02 20:46:13.964102,2026-04-02 20:46:14.237236,True,-22.765
7e:97:1b:0d:4b:7d,-63,332102,2026-04-02 20:46:14.260000,2026-04-02 20:46:14.016437,2026-04-02 20:46:14.289570,True,29.57
80:2b:17:12:45:6f,-56,332455,2026-04-02 20:46:14.613000,2026-04-02 20:46:14.318068,2026-04-02 20:46:14.590685,True,-22.315
44:af:95:6d:ee:47,-82,332555,2026-04-02 20:46:14.713000,2026-04-02 20:46:14.416751,2026-04-02 20:46:14.689884,True,-23.116
06:18:45:30:4c:79,-75,332644,2026-04-02 20:46:14.802000,2026-04-02 20:46:14.506319,2026-04-02 20:46:14.779452,True,-22.548
49:1f:eb:cd:ba:d4,-65,332644,2026-04-02 20:46:14.802000,2026-04-02 20:46:14.560887,2026-04-02 20:46:14.834021,True,32.02
7e:97:1b:0d:4b:7d,-65,332655,2026-04-02 20:46:14.813000,2026-04-02 20:46:14.561941,2026-04-02 20:46:14.835074,True,22.074
80:2b:17:12:45:6f,-56,332755,2026-04-02 20:46:14.913000,2026-04-02 20:46:14.617321,2026-04-02 20:46:14.890454,True,-22.546
7e:97:1b:0d:4b:7d,-65,332940,2026-04-02 20:46:15.098000,2026-04-02 20:46:14.802744,2026-04-02 20:46:15.074868,True,-23.132
3f:f7:d1:20:31:e5,-74,332940,2026-04-02 20:46:15.098000,2026-04-02 20:46:14.855665,2026-04-02 20:46:15.127792,True,29.792
06:18:45:30:4c:79,-80,333006,2026-04-02 20:46:15.164000,2026-04-02 20:46:14.900792,2026-04-02 20:46:15.173925,True,9.925
f3:eb:cf:34:5d:74,-65,333205,2026-04-02 20:46:15.363000,2026-04-02 20:46:15.067375,2026-04-02 20:46:15.339499,True,-23.501
24:01:68:4f:d7:d4,-64,333255,2026-04-02 20:46:15.413000,2026-04-02 20:46:15.119145,2026-04-02 20:46:15.391273,True,-21.727
80:2b:17:12:45:6f,-59,333305,2026-04-02 20:46:15.463000,2026-04-02 20:46:15.168343,2026-04-02 20:46:15.440464,True,-22.537
41:48:9a:c2:c0:e0,-54,333405,2026-04-02 20:46:15.563000,2026-04-02 20:46:15.268105,2026-04-02 20:46:15.540231,True,-22.769
7e:97:1b:0d:4b:7d,-63,333455,2026-04-02 20:46:15.613000,2026-04-02 20:46:15.317919,2026-04-02 20:46:15.591053,True,-21.948
06:18:45:30:4c:79,-72,333555,2026-04-02 20:46:15.713000,2026-04-02 20:46:15.416948,2026-04-02 20:46:15.690082,True,-22.919
49:1f:eb:cd:ba:d4,-81,333605,2026-04-02 20:46:15.763000,2026-04-02 20:46:15.474671,2026-04-02 20:46:15.747804,True,-15.196
06:18:45:30:4c:79,-79,333749,2026-04-02 20:46:15.907000,2026-04-02 20:46:15.610750,2026-04-02 20:46:15.883883,True,-23.117
1d:a8:40:2d:17:f8,-84,333749,2026-04-02 20:46:15.907000,2026-04-02 20:46:15.661378,2026-04-02 20:46:15.933500,True,26.5
80:2b:17:12:45:6f,-54,333855,2026-04-02 20:46:16.013000,2026-04-02 20:46:15.717852,2026-04-02 20:46:15.989909,True,-23.091
7e:97:1b:0d:4b:7d,-64,334005,2026-04-02 20:46:16.163000,2026-04-02 20:46:15.867320,2026-04-02 20:46:16.140453,True,-22.547
49:1f:eb:cd:ba:d4,-63,334105,2026-04-02 20:46:16.263000,2026-04-02 20:46:15.967050,2026-04-02 20:46:16.240183,True,-22.817
44:af:95:6d:ee:47,-80,334205,2026-04-02 20:46:16.363000,2026-04-02 20:46:16.067569,2026-04-02 20:46:16.340703,True,-22.298
06:18:45:30:4c:79,-75,334305,2026-04-02 20:46:16.463000,2026-04-02 20:46:16.167164,2026-04-02 20:46:16.440298,True,-22.703
80:2b:17:12:45:6f,-55,334405,2026-04-02 20:46:16.563000,2026-04-02 20:46:16.267386,2026-04-02 20:46:16.540519,True,-22.481
06:18:45:30:4c:79,-79,334505,2026-04-02 20:46:16.663000,2026-04-02 20:46:16.367875,2026-04-02 20:46:16.640001,True,-22.999
7e:97:1b:0d:4b:7d,-64,334555,2026-04-02 20:46:16.713000,2026-04-02 20:46:16.421972,2026-04-02 20:46:16.695106,True,-17.895
7e:97:1b:0d:4b:7d,-64,334855,2026-04-02 20:46:17.013000,2026-04-02 20:46:16.717449,2026-04-02 20:46:16.990582,True,-22.418
80:2b:17:12:45:6f,-59,334943,2026-04-02 20:46:17.101000,2026-04-02 20:46:16.806309,2026-04-02 20:46:17.078367,True,-22.633
3f:f7:d1:20:31:e5,-77,334943,2026-04-02 20:46:17.101000,2026-04-02 20:46:16.855244,2026-04-02 20:46:17.128377,True,27.377
49:1f:eb:cd:ba:d4,-65,335055,2026-04-02 20:46:17.213000,2026-04-02 20:46:16.917641,2026-04-02 20:46:17.189766,True,-23.234
06:18:45:30:4c:79,-78,335105,2026-04-02 20:46:17.263000,2026-04-02 20:46:16.967559,2026-04-02 20:46:17.240693,True,-22.308
06:18:45:30:4c:79,-72,335205,2026-04-02 20:46:17.363000,2026-04-02 20:46:17.067339,2026-04-02 20:46:17.340472,True,-22.528
06:18:45:30:4c:79,-78,335246,2026-04-02 20:46:17.404000,2026-04-02 20:46:17.121432,2026-04-02 20:46:17.394566,True,-9.435
a0:3a:f2:ba:bb:fb,-81,335246,2026-04-02 20:46:17.404000,2026-04-02 20:46:17.122815,2026-04-02 20:46:17.394566,True,-9.435
06:18:45:30:4c:79,-75,335355,2026-04-02 20:46:17.513000,2026-04-02 20:46:17.217794,2026-04-02 20:46:17.489923,True,-23.077
06:18:45:30:4c:79,-77,335377,2026-04-02 20:46:17.535000,2026-04-02 20:46:17.261017,2026-04-02 20:46:17.533129,True,-1.871
1d:a8:40:2d:17:f8,-83,335377,2026-04-02 20:46:17.535000,2026-04-02 20:46:17.261017,2026-04-02 20:46:17.534151,True,-0.85
49:1f:eb:cd:ba:d4,-81,335555,2026-04-02 20:46:17.713000,2026-04-02 20:46:17.417236,2026-04-02 20:46:17.690370,True,-22.631
06:18:45:30:4c:79,-74,335655,2026-04-02 20:46:17.813000,2026-04-02 20:46:17.517362,2026-04-02 20:46:17.790495,True,-22.505
06:18:45:30:4c:79,-80,335705,2026-04-02 20:46:17.863000,2026-04-02 20:46:17.572793,2026-04-02 20:46:17.845926,True,-17.074
06:18:45:30:4c:79,-74,335805,2026-04-02 20:46:17.963000,2026-04-02 20:46:17.666931,2026-04-02 20:46:17.940064,True,-22.936
06:18:45:30:4c:79,-77,335855,2026-04-02 20:46:18.013000,2026-04-02 20:46:17.717883,2026-04-02 20:46:17.990006,True,-22.994
7e:97:1b:0d:4b:7d,-65,335953,2026-04-02 20:46:18.111000,2026-04-02 20:46:17.815833,2026-04-02 20:46:18.088966,True,-22.034
06:18:45:30:4c:79,-74,335953,2026-04-02 20:46:18.111000,2026-04-02 20:46:17.866865,2026-04-02 20:46:18.138991,True,27.991
1d:a8:40:2d:17:f8,-83,336003,2026-04-02 20:46:18.161000,2026-04-02 20:46:17.866865,2026-04-02 20:46:18.139998,True,-21.002
49:1f:eb:cd:ba:d4,-84,336003,2026-04-02 20:46:18.161000,2026-04-02 20:46:17.913142,2026-04-02 20:46:18.185267,True,24.267
06:18:45:30:4c:79,-81,336005,2026-04-02 20:46:18.163000,2026-04-02 20:46:17.913142,2026-04-02 20:46:18.186275,True,23.275
80:2b:17:12:45:6f,-58,336056,2026-04-02 20:46:18.214000,2026-04-02 20:46:17.958899,2026-04-02 20:46:18.232032,True,18.032
06:18:45:30:4c:79,-74,336105,2026-04-02 20:46:18.263000,2026-04-02 20:46:18.007270,2026-04-02 20:46:18.280404,True,17.403
06:18:45:30:4c:79,-79,336155,2026-04-02 20:46:18.313000,2026-04-02 20:46:18.053793,2026-04-02 20:46:18.326926,True,13.926
06:18:45:30:4c:79,-78,336455,2026-04-02 20:46:18.613000,2026-04-02 20:46:18.317234,2026-04-02 20:46:18.590367,True,-22.633
49:1f:eb:cd:ba:d4,-61,336493,2026-04-02 20:46:18.651000,2026-04-02 20:46:18.365051,2026-04-02 20:46:18.637160,True,-13.84
7e:97:1b:0d:4b:7d,-64,336493,2026-04-02 20:46:18.651000,2026-04-02 20:46:18.366071,2026-04-02 20:46:18.638185,True,-12.816
06:18:45:30:4c:79,-72,336555,2026-04-02 20:46:18.713000,2026-04-02 20:46:18.417304,2026-04-02 20:46:18.690437,True,-22.563
06:18:45:30:4c:79,-78,336588,2026-04-02 20:46:18.746000,2026-04-02 20:46:18.474772,2026-04-02 20:46:18.746902,True,0.901
80:2b:17:12:45:6f,-62,336588,2026-04-02 20:46:18.746000,2026-04-02 20:46:18.474772,2026-04-02 20:46:18.747905,True,1.905
06:18:45:30:4c:79,-77,336755,2026-04-02 20:46:18.913000,2026-04-02 20:46:18.617280,2026-04-02 20:46:18.890413,True,-22.587
06:18:45:30:4c:79,-72,336855,2026-04-02 20:46:19.013000,2026-04-02 20:46:18.717385,2026-04-02 20:46:18.990519,True,-22.482
7e:97:1b:0d:4b:7d,-64,337055,2026-04-02 20:46:19.213000,2026-04-02 20:46:18.917087,2026-04-02 20:46:19.190220,True,-22.78
80:2b:17:12:45:6f,-52,337155,2026-04-02 20:46:19.313000,2026-04-02 20:46:19.017322,2026-04-02 20:46:19.290455,True,-22.545
44:af:95:6d:ee:47,-82,337190,2026-04-02 20:46:19.348000,2026-04-02 20:46:19.064095,2026-04-02 20:46:19.337228,True,-10.772
06:18:45:30:4c:79,-80,337190,2026-04-02 20:46:19.348000,2026-04-02 20:46:19.065106,2026-04-02 20:46:19.338239,True,-9.761
24:01:68:4f:d7:d4,-65,337255,2026-04-02 20:46:19.413000,2026-04-02 20:46:19.117875,2026-04-02 20:46:19.390005,True,-22.996
80:2b:17:12:45:6f,-58,337405,2026-04-02 20:46:19.563000,2026-04-02 20:46:19.267076,2026-04-02 20:46:19.540209,True,-22.791
49:1f:eb:cd:ba:d4,-64,337455,2026-04-02 20:46:19.613000,2026-04-02 20:46:19.317387,2026-04-02 20:46:19.590520,True,-22.48
7e:97:1b:0d:4b:7d,-65,337605,2026-04-02 20:46:19.763000,2026-04-02 20:46:19.467642,2026-04-02 20:46:19.740776,True,-22.225
80:2b:17:12:45:6f,-53,337705,2026-04-02 20:46:19.863000,2026-04-02 20:46:19.567305,2026-04-02 20:46:19.840438,True,-22.562
06:18:45:30:4c:79,-72,337755,2026-04-02 20:46:19.913000,2026-04-02 20:46:19.620877,2026-04-02 20:46:19.894011,True,-18.99
49:1f:eb:cd:ba:d4,-82,337930,2026-04-02 20:46:20.088000,2026-04-02 20:46:19.792950,2026-04-02 20:46:20.066083,True,-21.917
06:18:45:30:4c:79,-81,337930,2026-04-02 20:46:20.088000,2026-04-02 20:46:19.837041,2026-04-02 20:46:20.110174,True,22.174
7e:97:1b:0d:4b:7d,-66,338155,2026-04-02 20:46:20.313000,2026-04-02 20:46:20.017503,2026-04-02 20:46:20.290637,True,-22.364
80:2b:17:12:45:6f,-50,338247,2026-04-02 20:46:20.405000,2026-04-02 20:46:20.109097,2026-04-02 20:46:20.382230,True,-22.77
1d:a8:40:2d:17:f8,-80,338247,2026-04-02 20:46:20.405000,2026-04-02 20:46:20.162815,2026-04-02 20:46:20.434796,True,29.796
49:1f:eb:cd:ba:d4,-82,338405,2026-04-02 20:46:20.563000,2026-04-02 20:46:20.267381,2026-04-02 20:46:20.540514,True,-22.486
06:18:45:30:4c:79,-75,338505,2026-04-02 20:46:20.663000,2026-04-02 20:46:20.367457,2026-04-02 20:46:20.640590,True,-22.41
06:18:45:30:4c:79,-80,338697,2026-04-02 20:46:20.855000,2026-04-02 20:46:20.560221,2026-04-02 20:46:20.832345,True,-22.656
7e:97:1b:0d:4b:7d,-63,338697,2026-04-02 20:46:20.855000,2026-04-02 20:46:20.612687,2026-04-02 20:46:20.885017,True,30.017
80:2b:17:12:45:6f,-54,338805,2026-04-02 20:46:20.963000,2026-04-02 20:46:20.667344,2026-04-02 20:46:20.940477,True,-22.523
44:af:95:6d:ee:47,-82,338855,2026-04-02 20:46:21.013000,2026-04-02 20:46:20.721389,2026-04-02 20:46:20.994523,True,-18.478
49:1f:eb:cd:ba:d4,-64,338905,2026-04-02 20:46:21.063000,2026-04-02 20:46:20.769227,2026-04-02 20:46:21.041325,True,-21.676
24:01:68:4f:d7:d4,-69,339243,2026-04-02 20:46:21.401000,2026-04-02 20:46:21.106063,2026-04-02 20:46:21.378159,True,-22.842
7e:97:1b:0d:4b:7d,-66,339243,2026-04-02 20:46:21.401000,2026-04-02 20:46:21.158178,2026-04-02 20:46:21.430279,True,29.279
1c:63:9f:73:2d:e9,-80,339305,2026-04-02 20:46:21.463000,2026-04-02 20:46:21.204366,2026-04-02 20:46:21.476495,True,13.495
80:2b:17:12:45:6f,-52,339355,2026-04-02 20:46:21.513000,2026-04-02 20:46:21.251199,2026-04-02 20:46:21.524333,True,11.332
06:18:45:30:4c:79,-75,339405,2026-04-02 20:46:21.563000,2026-04-02 20:46:21.297026,2026-04-02 20:46:21.570159,True,7.159
06:18:45:30:4c:79,-79,339605,2026-04-02 20:46:21.763000,2026-04-02 20:46:21.468094,2026-04-02 20:46:21.740200,True,-22.801
7e:97:1b:0d:4b:7d,-64,339805,2026-04-02 20:46:21.963000,2026-04-02 20:46:21.668028,2026-04-02 20:46:21.940071,True,-22.93
49:1f:eb:cd:ba:d4,-64,339855,2026-04-02 20:46:22.013000,2026-04-02 20:46:21.719687,2026-04-02 20:46:21.992820,True,-20.18
1d:a8:40:2d:17:f8,-83,339903,2026-04-02 20:46:22.061000,2026-04-02 20:46:21.766502,2026-04-02 20:46:22.039635,True,-21.365
80:2b:17:12:45:6f,-51,339903,2026-04-02 20:46:22.061000,2026-04-02 20:46:21.812097,2026-04-02 20:46:22.085230,True,24.23
17:8f:b4:c6:55:fb,-73,340055,2026-04-02 20:46:22.213000,2026-04-02 20:46:21.917492,2026-04-02 20:46:22.190625,True,-22.375
06:18:45:30:4c:79,-73,340155,2026-04-02 20:46:22.313000,2026-04-02 20:46:22.017415,2026-04-02 20:46:22.290548,True,-22.452
80:2b:17:12:45:6f,-52,340205,2026-04-02 20:46:22.363000,2026-04-02 20:46:22.067461,2026-04-02 20:46:22.340594,True,-22.406
49:1f:eb:cd:ba:d4,-81,340332,2026-04-02 20:46:22.490000,2026-04-02 20:46:22.194752,2026-04-02 20:46:22.466878,True,-23.122
06:18:45:30:4c:79,-77,340332,2026-04-02 20:46:22.490000,2026-04-02 20:46:22.247558,2026-04-02 20:46:22.520691,True,30.691
7e:97:1b:0d:4b:7d,-65,340355,2026-04-02 20:46:22.513000,2026-04-02 20:46:22.248568,2026-04-02 20:46:22.520691,True,7.691
80:2b:17:12:45:6f,-51,340455,2026-04-02 20:46:22.613000,2026-04-02 20:46:22.317310,2026-04-02 20:46:22.590444,True,-22.557
44:af:95:6d:ee:47,-84,340500,2026-04-02 20:46:22.658000,2026-04-02 20:46:22.372431,2026-04-02 20:46:22.645565,True,-12.436
1d:a8:40:2d:17:f8,-84,340500,2026-04-02 20:46:22.658000,2026-04-02 20:46:22.373561,2026-04-02 20:46:22.645565,True,-12.436
80:2b:17:12:45:6f,-53,340755,2026-04-02 20:46:22.913000,2026-04-02 20:46:22.617431,2026-04-02 20:46:22.890564,True,-22.436
7e:97:1b:0d:4b:7d,-64,340905,2026-04-02 20:46:23.063000,2026-04-02 20:46:22.767417,2026-04-02 20:46:23.040550,True,-22.45
3f:f7:d1:20:31:e5,-74,341055,2026-04-02 20:46:23.213000,2026-04-02 20:46:22.917714,2026-04-02 20:46:23.189757,True,-23.243
f3:eb:cf:34:5d:74,-63,341242,2026-04-02 20:46:23.400000,2026-04-02 20:46:23.104857,2026-04-02 20:46:23.377012,True,-22.988
89:a1:41:12:24:62,-84,341242,2026-04-02 20:46:23.400000,2026-04-02 20:46:23.153851,2026-04-02 20:46:23.425931,True,25.93
24:01:68:4f:d7:d4,-63,341255,2026-04-02 20:46:23.413000,2026-04-02 20:46:23.153851,2026-04-02 20:46:23.426984,True,13.984
49:1f:eb:cd:ba:d4,-63,341291,2026-04-02 20:46:23.449000,2026-04-02 20:46:23.200078,2026-04-02 20:46:23.473211,True,24.211
80:2b:17:12:45:6f,-52,341291,2026-04-02 20:46:23.449000,2026-04-02 20:46:23.200078,2026-04-02 20:46:23.473211,True,24.211
1d:a8:40:2d:17:f8,-82,341555,2026-04-02 20:46:23.713000,2026-04-02 20:46:23.417133,2026-04-02 20:46:23.690267,True,-22.734
06:18:45:30:4c:79,-73,341655,2026-04-02 20:46:23.813000,2026-04-02 20:46:23.518132,2026-04-02 20:46:23.790257,True,-22.743
7e:97:1b:0d:4b:7d,-64,341755,2026-04-02 20:46:23.913000,2026-04-02 20:46:23.617825,2026-04-02 20:46:23.889631,True,-23.369
80:2b:17:12:45:6f,-51,341855,2026-04-02 20:46:24.013000,2026-04-02 20:46:23.717445,2026-04-02 20:46:23.990578,True,-22.422
7e:97:1b:0d:4b:7d,-66,342005,2026-04-02 20:46:24.163000,2026-04-02 20:46:23.867443,2026-04-02 20:46:24.140576,True,-22.424
17:8f:b4:c6:55:fb,-71,342055,2026-04-02 20:46:24.213000,2026-04-02 20:46:23.917548,2026-04-02 20:46:24.190681,True,-22.319
1d:a8:40:2d:17:f8,-83,342155,2026-04-02 20:46:24.313000,2026-04-02 20:46:24.017745,2026-04-02 20:46:24.289871,True,-23.129
49:1f:eb:cd:ba:d4,-64,342255,2026-04-02 20:46:24.413000,2026-04-02 20:46:24.117457,2026-04-02 20:46:24.390590,True,-22.41
7e:97:1b:0d:4b:7d,-63,342287,2026-04-02 20:46:24.445000,2026-04-02 20:46:24.162803,2026-04-02 20:46:24.434865,True,-10.136
47:b2:a5:ee:d8:e1,-87,342287,2026-04-02 20:46:24.445000,2026-04-02 20:46:24.162803,2026-04-02 20:46:24.435936,True,-9.064
80:2b:17:12:45:6f,-52,342405,2026-04-02 20:46:24.563000,2026-04-02 20:46:24.267333,2026-04-02 20:46:24.540466,True,-22.534
da:ea:3f:3d:1d:cc,-88,342455,2026-04-02 20:46:24.613000,2026-04-02 20:46:24.318318,2026-04-02 20:46:24.591451,True,-21.549
06:18:45:30:4c:79,-80,342755,2026-04-02 20:46:24.913000,2026-04-02 20:46:24.617359,2026-04-02 20:46:24.890492,True,-22.508
7e:97:1b:0d:4b:7d,-66,342855,2026-04-02 20:46:25.013000,2026-04-02 20:46:24.717426,2026-04-02 20:46:24.990560,True,-22.441
a2:e5:cc:e2:df:d1,-82,342905,2026-04-02 20:46:25.063000,2026-04-02 20:46:24.768707,2026-04-02 20:46:25.041841,True,-21.16
80:2b:17:12:45:6f,-51,342955,2026-04-02 20:46:25.114000,2026-04-02 20:46:24.818064,2026-04-02 20:46:25.091197,True,-22.803
3f:f7:d1:20:31:e5,-79,343055,2026-04-02 20:46:25.213000,2026-04-02 20:46:24.917362,2026-04-02 20:46:25.190495,True,-22.505
7e:97:1b:0d:4b:7d,-63,343105,2026-04-02 20:46:25.263000,2026-04-02 20:46:24.969070,2026-04-02 20:46:25.242203,True,-20.797
f3:eb:cf:34:5d:74,-65,343247,2026-04-02 20:46:25.405000,2026-04-02 20:46:25.109794,2026-04-02 20:46:25.382927,True,-22.073
24:01:68:4f:d7:d4,-64,343247,2026-04-02 20:46:25.405000,2026-04-02 20:46:25.152386,2026-04-02 20:46:25.425519,True,20.519
06:18:45:30:4c:79,-71,343305,2026-04-02 20:46:25.463000,2026-04-02 20:46:25.198040,2026-04-02 20:46:25.471173,True,8.173
7e:97:1b:0d:4b:7d,-64,343405,2026-04-02 20:46:25.563000,2026-04-02 20:46:25.267622,2026-04-02 20:46:25.540755,True,-22.245
41:48:9a:c2:c0:e0,-49,343455,2026-04-02 20:46:25.613000,2026-04-02 20:46:25.323014,2026-04-02 20:46:25.596148,True,-16.853
06:18:45:30:4c:79,-80,343505,2026-04-02 20:46:25.663000,2026-04-02 20:46:25.369161,2026-04-02 20:46:25.642294,True,-20.706
49:1f:eb:cd:ba:d4,-63,343705,2026-04-02 20:46:25.863000,2026-04-02 20:46:25.567684,2026-04-02 20:46:25.839809,True,-23.191
1d:a8:40:2d:17:f8,-80,343785,2026-04-02 20:46:25.943000,2026-04-02 20:46:25.648041,2026-04-02 20:46:25.920145,True,-22.856
80:2b:17:12:45:6f,-48,343786,2026-04-02 20:46:25.944000,2026-04-02 20:46:25.697621,2026-04-02 20:46:25.970755,True,26.754
7e:97:1b:0d:4b:7d,-63,343955,2026-04-02 20:46:26.113000,2026-04-02 20:46:25.817691,2026-04-02 20:46:26.090825,True,-22.176
17:8f:b4:c6:55:fb,-70,344055,2026-04-02 20:46:26.213000,2026-04-02 20:46:25.917204,2026-04-02 20:46:26.190337,True,-22.663
06:18:45:30:4c:79,-81,344255,2026-04-02 20:46:26.413000,2026-04-02 20:46:26.117472,2026-04-02 20:46:26.390605,True,-22.395
80:2b:17:12:45:6f,-48,344355,2026-04-02 20:46:26.513000,2026-04-02 20:46:26.218027,2026-04-02 20:46:26.490148,True,-22.853
7e:97:1b:0d:4b:7d,-66,344505,2026-04-02 20:46:26.663000,2026-04-02 20:46:26.367621,2026-04-02 20:46:26.640754,True,-22.246
8b:03:a0:b4:9d:4b,-83,344555,2026-04-02 20:46:26.713000,2026-04-02 20:46:26.423462,2026-04-02 20:46:26.696595,True,-16.405
49:1f:eb:cd:ba:d4,-64,344655,2026-04-02 20:46:26.813000,2026-04-02 20:46:26.518103,2026-04-02 20:46:26.790792,True,-22.209
06:18:45:30:4c:79,-71,344805,2026-04-02 20:46:26.963000,2026-04-02 20:46:26.667772,2026-04-02 20:46:26.939896,True,-23.105
80:2b:17:12:45:6f,-50,344905,2026-04-02 20:46:27.063000,2026-04-02 20:46:26.767719,2026-04-02 20:46:27.040853,True,-22.148
7e:97:1b:0d:4b:7d,-65,345055,2026-04-02 20:46:27.213000,2026-04-02 20:46:26.917490,2026-04-02 20:46:27.190623,True,-22.377
f3:eb:cf:34:5d:74,-66,345249,2026-04-02 20:46:27.407000,2026-04-02 20:46:27.110955,2026-04-02 20:46:27.384089,True,-22.912
24:01:68:4f:d7:d4,-66,345249,2026-04-02 20:46:27.407000,2026-04-02 20:46:27.157250,2026-04-02 20:46:27.429378,True,22.377
1c:63:9f:73:2d:e9,-83,345305,2026-04-02 20:46:27.463000,2026-04-02 20:46:27.203160,2026-04-02 20:46:27.476294,True,13.293
7e:97:1b:0d:4b:7d,-65,345355,2026-04-02 20:46:27.513000,2026-04-02 20:46:27.250322,2026-04-02 20:46:27.522443,True,9.443
06:18:45:30:4c:79,-72,345405,2026-04-02 20:46:27.563000,2026-04-02 20:46:27.294940,2026-04-02 20:46:27.568073,True,5.073
41:48:9a:c2:c0:e0,-48,345433,2026-04-02 20:46:27.591000,2026-04-02 20:46:27.341705,2026-04-02 20:46:27.613833,True,22.833
80:2b:17:12:45:6f,-49,345433,2026-04-02 20:46:27.591000,2026-04-02 20:46:27.341705,2026-04-02 20:46:27.614839,True,23.838
